,ID_hecho,FECHA,AAAA,MM,DD,VICTIMA,SEXO,EDAD,GRAVEDAD,grupo_etario
7213,LC-2019-0557367,2019-07-03,2019,7,3,,FEMENINO,78,,+60
7214,LC-2019-0569723,2019-07-03,2019,7,3,,MASCULINO,0,,
7215,LC-2019-0413301,2019-07-04,2019,7,4,,MASCULINO,35,,30-50
7216,LC-2019-0413308,2019-07-04,2019,7,4,,FEMENINO,50,,30-50
7217,LC-2019-0413545,2019-07-04,2019,7,4,,MASCULINO,45,,30-50
7218,LC-2019-0413622,2019-07-04,2019,7,4,,MASCULINO,65,,+60
7219,LC-2019-0413857,2019-07-04,2019,7,4,,MASCULINO,26,,18-30
7220,LC-2019-0414197,2019-07-04,2019,7,4,,MASCULINO,51,,50-60
7221,LC-2019-0414277,2019-07-04,2019,7,4,,FEMENINO,53,,50-60
7222,LC-2019-0414348,2019-07-04,2019,7,4,,MASCULINO,0,,
7223,LC-2019-0414348,2019-07-04,2019,7,4,,FEMENINO,66,,+60
7224,LC-2019-0414493,2019-07-04,2019,7,4,,FEMENINO,25,,18-30
7225,LC-2019-0414535,2019-07-04,2019,7,4,,MASCULINO,58,,50-60
7226,LC-2019-0414557,2019-07-04,2019,7,4,,FEMENINO,34,,30-50
7227,LC-2019-0414622,2019-07-04,2019,7,4,,MASCULINO,39,,30-50
7228,LC-2019-0414672,2019-07-04,2019,7,4,,MASCULINO,0,,
7229,LC-2019-0414721,2019-07-04,2019,7,4,,MASCULINO,0,,
7230,LC-2019-0414721,2019-07-04,2019,7,4,,MASCULINO,18,,<18
7231,LC-2019-0414784,2019-07-04,2019,7,4,,FEMENINO,56,,50-60
7232,LC-2019-0414784,2019-07-04,2019,7,4,,MASCULINO,71,,+60
7233,LC-2019-0414784,2019-07-04,2019,7,4,,FEMENINO,34,,30-50
7234,LC-2019-0414784,2019-07-04,2019,7,4,,MASCULINO,45,,30-50
7235,LC-2019-0414788,2019-07-04,2019,7,4,,MASCULINO,0,,
7236,LC-2019-0414794,2019-07-04,2019,7,4,,FEMENINO,62,,+60
7237,LC-2019-0414858,2019-07-04,2019,7,4,,FEMENINO,22,,18-30
7238,LC-2019-0414865,2019-07-04,2019,7,4,,MASCULINO,29,,18-30
7239,LC-2019-0414882,2019-07-04,2019,7,4,,FEMENINO,51,,50-60
7240,LC-2019-0414972,2019-07-04,2019,7,4,,MASCULINO,26,,18-30
7241,LC-2019-0414992,2019-07-04,2019,7,4,,MASCULINO,76,,+60
7242,LC-2019-0415021,2019-07-04,2019,7,4,,MASCULINO,46,,30-50
7243,LC-2019-0415102,2019-07-04,2019,7,4,,MASCULINO,34,,30-50
7244,LC-2019-0415177,2019-07-04,2019,7,4,,MASCULINO,0,,
7245,LC-2019-0415210,2019-07-04,2019,7,4,,MASCULINO,0,,
7246,LC-2019-0415257,2019-07-04,2019,7,4,,MASCULINO,31,,30-50
7247,LC-2019-0415268,2019-07-04,2019,7,4,,FEMENINO,20,,18-30
7248,LC-2019-0415268,2019-07-04,2019,7,4,,FEMENINO,42,,30-50
7249,LC-2019-0415322,2019-07-04,2019,7,4,,MASCULINO,24,,18-30
7250,LC-2019-0415368,2019-07-04,2019,7,4,,MASCULINO,41,,30-50
7251,LC-2019-0415392,2019-07-04,2019,7,4,,MASCULINO,47,,30-50
7252,LC-2019-0415404,2019-07-04,2019,7,4,,MASCULINO,26,,18-30
7253,LC-2019-0415433,2019-07-04,2019,7,4,,MASCULINO,66,,+60
7254,LC-2019-0415460,2019-07-04,2019,7,4,,MASCULINO,0,,
7255,LC-2019-0415583,2019-07-04,2019,7,4,,MASCULINO,22,,18-30
7256,LC-2019-0415623,2019-07-04,2019,7,4,,MASCULINO,28,,18-30
7257,LC-2019-0415659,2019-07-04,2019,7,4,,MASCULINO,0,,
7258,LC-2019-0415659,2019-07-04,2019,7,4,,MASCULINO,35,,30-50
7259,LC-2019-0415673,2019-07-04,2019,7,4,,MASCULINO,0,,
7260,LC-2019-0208041,2019-04-04,2019,4,4,,MASCULINO,33,,30-50
7261,LC-2019-0415690,2019-07-04,2019,7,4,,MASCULINO,33,,30-50
7262,LC-2019-0415690,2019-07-04,2019,7,4,,MASCULINO,72,,+60
7263,LC-2019-0415707,2019-07-04,2019,7,4,,MASCULINO,0,,
7264,LC-2019-0415707,2019-07-04,2019,7,4,,MASCULINO,43,,30-50
7265,LC-2019-0415845,2019-07-04,2019,7,4,,MASCULINO,0,,
7266,LC-2019-0415846,2019-07-04,2019,7,4,,FEMENINO,49,,30-50
7267,LC-2019-0415846,2019-07-04,2019,7,4,,MASCULINO,0,,
7268,LC-2019-0415891,2019-07-04,2019,7,4,,MASCULINO,26,,18-30
7269,LC-2019-0420004,2019-07-04,2019,7,4,,FEMENINO,61,,+60
7270,LC-2019-0427580,2019-07-04,2019,7,4,,MASCULINO,32,,30-50
7271,LC-2019-0436634,2019-07-04,2019,7,4,,MASCULINO,31,,30-50
7272,LC-2019-0439018,2019-07-04,2019,7,4,,MASCULINO,20,,18-30
7273,LC-2019-0442069,2019-07-04,2019,7,4,,MASCULINO,29,,18-30
7274,LC-2019-0412337,2019-07-05,2019,7,5,,MASCULINO,42,,30-50
7275,LC-2019-0741190,2019-11-25,2019,11,25,,MASCULINO,0,,
7276,LC-2019-0416178,2019-07-05,2019,7,5,,FEMENINO,0,,
7277,LC-2019-0416366,2019-07-05,2019,7,5,,MASCULINO,80,,+60
7278,LC-2019-0416366,2019-07-05,2019,7,5,,MASCULINO,30,,18-30
7279,LC-2019-0416393,2019-07-05,2019,7,5,,MASCULINO,21,,18-30
7280,LC-2019-0416393,2019-07-05,2019,7,5,,MASCULINO,62,,+60
7281,LC-2019-0416393,2019-07-05,2019,7,5,,MASCULINO,56,,50-60
7282,LC-2019-0416484,2019-07-05,2019,7,5,,FEMENINO,53,,50-60
7283,LC-2019-0416585,2019-07-05,2019,7,5,,MASCULINO,58,,50-60
7284,LC-2019-0416609,2019-07-05,2019,7,5,,,0,,
7285,LC-2019-0416689,2019-07-05,2019,7,5,,MASCULINO,52,,50-60
7286,LC-2019-0416737,2019-07-05,2019,7,5,,,0,,
7287,LC-2019-0416842,2019-07-05,2019,7,5,,MASCULINO,33,,30-50
7288,LC-2019-0416879,2019-07-05,2019,7,5,,MASCULINO,24,,18-30
7289,LC-2019-0416922,2019-07-05,2019,7,5,,MASCULINO,31,,30-50
7290,LC-2019-0416964,2019-07-05,2019,7,5,,MASCULINO,40,,30-50
7291,LC-2019-0417156,2019-07-05,2019,7,5,,FEMENINO,41,,30-50
7292,LC-2019-0417156,2019-07-05,2019,7,5,,MASCULINO,41,,30-50
7293,LC-2019-0417183,2019-07-05,2019,7,5,,FEMENINO,44,,30-50
7294,LC-2019-0417239,2019-07-05,2019,7,5,,MASCULINO,0,,
7295,LC-2019-0417356,2019-07-05,2019,7,5,,MASCULINO,0,,
7296,LC-2019-0417444,2019-07-05,2019,7,5,,MASCULINO,48,,30-50
7297,LC-2019-0417478,2019-07-05,2019,7,5,,FEMENINO,39,,30-50
7298,LC-2019-0417513,2019-07-05,2019,7,5,,MASCULINO,0,,
7299,LC-2019-0417600,2019-07-05,2019,7,5,,MASCULINO,42,,30-50
7300,LC-2019-0417684,2019-07-05,2019,7,5,,MASCULINO,41,,30-50
7301,LC-2019-0417684,2019-07-05,2019,7,5,,FEMENINO,0,,
7302,LC-2019-0417701,2019-07-05,2019,7,5,,FEMENINO,0,,
7303,LC-2019-0741801,2019-11-25,2019,11,25,,MASCULINO,0,,
7304,LC-2019-0417733,2019-07-05,2019,7,5,,MASCULINO,0,,
7305,LC-2019-0417818,2019-07-05,2019,7,5,,MASCULINO,30,,18-30
7306,LC-2019-0417845,2019-07-05,2019,7,5,,MASCULINO,66,,+60
7307,LC-2019-0417895,2019-07-05,2019,7,5,,MASCULINO,47,,30-50
7308,LC-2019-0417895,2019-07-05,2019,7,5,,MASCULINO,27,,18-30
7309,LC-2019-0417897,2019-07-05,2019,7,5,,MASCULINO,13,,<18
7310,LC-2019-0417897,2019-07-05,2019,7,5,,FEMENINO,48,,30-50
7311,LC-2019-0417952,2019-07-05,2019,7,5,,MASCULINO,45,,30-50
7312,LC-2019-0418031,2019-07-05,2019,7,5,,MASCULINO,72,,+60
7313,LC-2019-0418095,2019-07-05,2019,7,5,,FEMENINO,41,,30-50
7314,LC-2019-0418095,2019-07-05,2019,7,5,,MASCULINO,58,,50-60
7315,LC-2019-0418107,2019-07-05,2019,7,5,,MASCULINO,0,,
7316,LC-2019-0418107,2019-07-05,2019,7,5,,FEMENINO,0,,
7317,LC-2019-0418125,2019-07-05,2019,7,5,,MASCULINO,0,,
7318,LC-2019-0418129,2019-07-05,2019,7,5,,FEMENINO,0,,
7319,LC-2019-0418166,2019-07-05,2019,7,5,,FEMENINO,0,,
7320,LC-2019-0418194,2019-07-05,2019,7,5,,MASCULINO,54,,50-60
7321,LC-2019-0418207,2019-07-05,2019,7,5,,FEMENINO,63,,+60
7322,LC-2019-0418278,2019-07-05,2019,7,5,,MASCULINO,56,,50-60
7323,LC-2019-0418319,2019-07-05,2019,7,5,,MASCULINO,0,,
7324,LC-2019-0418319,2019-07-05,2019,7,5,,FEMENINO,25,,18-30
7325,LC-2019-0418405,2019-07-05,2019,7,5,,MASCULINO,22,,18-30
7326,LC-2019-0418503,2019-07-05,2019,7,5,,FEMENINO,46,,30-50
7327,LC-2019-0418503,2019-07-05,2019,7,5,,MASCULINO,26,,18-30
7328,LC-2019-0419234,2019-07-05,2019,7,5,,MASCULINO,66,,+60
7329,LC-2019-0419261,2019-07-05,2019,7,5,,FEMENINO,22,,18-30
7330,LC-2019-0419261,2019-07-05,2019,7,5,,MASCULINO,32,,30-50
7331,LC-2019-0420469,2019-07-05,2019,7,5,,FEMENINO,49,,30-50
7332,LC-2019-0427773,2019-07-05,2019,7,5,,MASCULINO,0,,
7333,LC-2019-0473130,2019-07-05,2019,7,5,,,0,,
7334,LC-2019-0418501,2019-07-06,2019,7,6,,FEMENINO,27,,18-30
7335,LC-2019-0418525,2019-07-06,2019,7,6,,MASCULINO,55,,50-60
7336,LC-2019-0418603,2019-07-06,2019,7,6,,MASCULINO,41,,30-50
7337,LC-2019-0418808,2019-07-06,2019,7,6,,MASCULINO,36,,30-50
7338,LC-2019-0419124,2019-07-06,2019,7,6,,FEMENINO,0,,
7339,LC-2019-0419219,2019-07-06,2019,7,6,,MASCULINO,44,,30-50
7340,LC-2019-0419225,2019-07-06,2019,7,6,,MASCULINO,0,,
7341,LC-2019-0419225,2019-07-06,2019,7,6,,FEMENINO,0,,
7342,LC-2019-0419286,2019-07-06,2019,7,6,,MASCULINO,26,,18-30
7343,LC-2019-0419331,2019-07-06,2019,7,6,,MASCULINO,50,,30-50
7344,LC-2019-0419382,2019-07-06,2019,7,6,,MASCULINO,0,,
7345,LC-2019-0419412,2019-07-06,2019,7,6,,MASCULINO,40,,30-50
7346,LC-2019-0419509,2019-07-06,2019,7,6,,FEMENINO,25,,18-30
7347,LC-2019-0419509,2019-07-06,2019,7,6,,FEMENINO,24,,18-30
7348,LC-2019-0419566,2019-07-06,2019,7,6,,FEMENINO,35,,30-50
7349,LC-2019-0419566,2019-07-06,2019,7,6,,MASCULINO,36,,30-50
7350,LC-2019-0419661,2019-07-06,2019,7,6,,MASCULINO,35,,30-50
7351,LC-2019-0419669,2019-07-06,2019,7,6,,MASCULINO,33,,30-50
7352,LC-2019-0419691,2019-07-06,2019,7,6,,FEMENINO,41,,30-50
7353,LC-2019-0419691,2019-07-06,2019,7,6,,MASCULINO,0,,
7354,LC-2019-0422323,2019-07-06,2019,7,6,,MASCULINO,21,,18-30
7355,LC-2019-0424417,2019-07-06,2019,7,6,,MASCULINO,0,,
7356,LC-2019-0424417,2019-07-06,2019,7,6,,MASCULINO,0,,
7357,LC-2019-0439772,2019-07-06,2019,7,6,,MASCULINO,38,,30-50
7358,LC-2019-0419746,2019-07-07,2019,7,7,,FEMENINO,18,,<18
7359,LC-2019-0419746,2019-07-07,2019,7,7,,FEMENINO,41,,30-50
7360,LC-2019-0419770,2019-07-07,2019,7,7,,MASCULINO,18,,<18
7361,LC-2019-0419770,2019-07-07,2019,7,7,,FEMENINO,18,,<18
7362,LC-2019-0419888,2019-07-07,2019,7,7,,MASCULINO,40,,30-50
7363,LC-2019-0419888,2019-07-07,2019,7,7,,FEMENINO,34,,30-50
7364,LC-2019-0419898,2019-07-07,2019,7,7,,MASCULINO,26,,18-30
7365,LC-2019-0419972,2019-07-07,2019,7,7,,MASCULINO,59,,50-60
7366,LC-2019-0420095,2019-07-07,2019,7,7,,MASCULINO,44,,30-50
7367,LC-2019-0420185,2019-07-07,2019,7,7,,FEMENINO,35,,30-50
7368,LC-2019-0420326,2019-07-07,2019,7,7,,MASCULINO,34,,30-50
7369,LC-2019-0420356,2019-07-07,2019,7,7,,MASCULINO,33,,30-50
7370,LC-2019-0420377,2019-07-07,2019,7,7,,MASCULINO,23,,18-30
7371,LC-2019-0420377,2019-07-07,2019,7,7,,FEMENINO,23,,18-30
7372,LC-2019-0420404,2019-07-07,2019,7,7,,MASCULINO,27,,18-30
7373,LC-2019-0420433,2019-07-07,2019,7,7,,FEMENINO,39,,30-50
7374,LC-2019-0420440,2019-07-07,2019,7,7,,FEMENINO,24,,18-30
7375,LC-2019-0420444,2019-07-07,2019,7,7,,FEMENINO,0,,
7376,LC-2019-0420616,2019-07-07,2019,7,7,,FEMENINO,21,,18-30
7377,LC-2019-0420654,2019-07-07,2019,7,7,,FEMENINO,35,,30-50
7378,LC-2019-0420706,2019-07-07,2019,7,7,,MASCULINO,31,,30-50
7379,LC-2019-0420712,2019-07-07,2019,7,7,,FEMENINO,41,,30-50
7380,LC-2019-0420734,2019-07-07,2019,7,7,,MASCULINO,0,,
7381,LC-2019-0420783,2019-07-07,2019,7,7,,MASCULINO,25,,18-30
7382,LC-2019-0420955,2019-07-07,2019,7,7,,FEMENINO,68,,+60
7383,LC-2019-0421396,2019-07-07,2019,7,7,,MASCULINO,0,,
7384,LC-2019-0421944,2019-07-07,2019,7,7,,MASCULINO,50,,30-50
7385,LC-2019-0421944,2019-07-07,2019,7,7,,FEMENINO,0,,
7386,LC-2019-0420800,2019-07-08,2019,7,8,,MASCULINO,29,,18-30
7387,LC-2019-0420936,2019-07-08,2019,7,8,,MASCULINO,42,,30-50
7388,LC-2019-0420947,2019-07-08,2019,7,8,,FEMENINO,20,,18-30
7389,LC-2019-0420947,2019-07-08,2019,7,8,,MASCULINO,24,,18-30
7390,LC-2019-0420949,2019-07-08,2019,7,8,,MASCULINO,20,,18-30
7391,LC-2019-0421041,2019-07-08,2019,7,8,,MASCULINO,0,,
7392,LC-2019-0421044,2019-07-08,2019,7,8,,MASCULINO,54,,50-60
7393,LC-2019-0421077,2019-07-08,2019,7,8,,MASCULINO,19,,18-30
7394,LC-2019-0421247,2019-07-08,2019,7,8,,FEMENINO,26,,18-30
7395,LC-2019-0421267,2019-07-08,2019,7,8,,MASCULINO,0,,
7396,LC-2019-0421267,2019-07-08,2019,7,8,,FEMENINO,0,,
7397,LC-2019-0421450,2019-07-08,2019,7,8,,MASCULINO,0,,
7398,LC-2019-0421564,2019-07-08,2019,7,8,,MASCULINO,23,,18-30
7399,LC-2019-0421578,2019-07-08,2019,7,8,,MASCULINO,0,,
7400,LC-2019-0421584,2019-07-08,2019,7,8,,FEMENINO,0,,
7401,LC-2019-0421731,2019-07-08,2019,7,8,,MASCULINO,23,,18-30
7402,LC-2019-0421773,2019-07-08,2019,7,8,,FEMENINO,0,,
7403,LC-2019-0421797,2019-07-08,2019,7,8,,MASCULINO,35,,30-50
7404,LC-2019-0421827,2019-07-08,2019,7,8,,FEMENINO,27,,18-30
7405,LC-2019-0421848,2019-07-08,2019,7,8,,MASCULINO,0,,
7406,LC-2019-0421889,2019-07-08,2019,7,8,,,0,,
7407,LC-2019-0421902,2019-07-08,2019,7,8,,FEMENINO,0,,
7408,LC-2019-0421934,2019-07-08,2019,7,8,,MASCULINO,27,,18-30
7409,LC-2019-0421971,2019-07-08,2019,7,8,,FEMENINO,61,,+60
7410,LC-2019-0422801,2019-07-08,2019,7,8,,MASCULINO,21,,18-30
7411,LC-2019-0425264,2019-07-08,2019,7,8,,MASCULINO,23,,18-30
7412,LC-2019-0547525,2019-07-08,2019,7,8,,MASCULINO,38,,30-50
7413,LC-2019-0421985,2019-07-09,2019,7,9,,MASCULINO,26,,18-30
7414,LC-2019-0421985,2019-07-09,2019,7,9,,,0,,
7415,LC-2019-0422055,2019-07-09,2019,7,9,,FEMENINO,27,,18-30
7416,LC-2019-0422078,2019-07-09,2019,7,9,,MASCULINO,0,,
7417,LC-2019-0422089,2019-07-09,2019,7,9,,MASCULINO,27,,18-30
7418,LC-2019-0422091,2019-07-09,2019,7,9,,FEMENINO,27,,18-30
7419,LC-2019-0422110,2019-07-09,2019,7,9,,FEMENINO,35,,30-50
7420,LC-2019-0422174,2019-07-09,2019,7,9,,MASCULINO,30,,18-30
7421,LC-2019-0422212,2019-07-09,2019,7,9,,MASCULINO,0,,
7422,LC-2019-0422361,2019-07-09,2019,7,9,,MASCULINO,23,,18-30
7423,LC-2019-0422398,2019-07-09,2019,7,9,,MASCULINO,43,,30-50
7424,LC-2019-0422398,2019-07-09,2019,7,9,,FEMENINO,26,,18-30
7425,LC-2019-0422454,2019-07-09,2019,7,9,,FEMENINO,76,,+60
7426,LC-2019-0422479,2019-07-09,2019,7,9,,MASCULINO,51,,50-60
7427,LC-2019-0422724,2019-07-09,2019,7,9,,MASCULINO,0,,
7428,LC-2019-0422757,2019-07-09,2019,7,9,,MASCULINO,23,,18-30
7429,LC-2019-0362256,2019-06-10,2019,6,10,,FEMENINO,0,,
7430,LC-2019-0422984,2019-07-09,2019,7,9,,MASCULINO,28,,18-30
7431,LC-2019-0423036,2019-07-09,2019,7,9,,MASCULINO,0,,
7432,LC-2019-0423036,2019-07-09,2019,7,9,,FEMENINO,29,,18-30
7433,LC-2019-0423040,2019-07-09,2019,7,9,,MASCULINO,37,,30-50
7434,LC-2019-0423050,2019-07-09,2019,7,9,,MASCULINO,22,,18-30
7435,LC-2019-0158226,2019-03-14,2019,3,14,,MASCULINO,39,,30-50
7436,LC-2019-0423160,2019-07-09,2019,7,9,,MASCULINO,15,,<18
7437,LC-2019-0423160,2019-07-09,2019,7,9,,MASCULINO,39,,30-50
7438,LC-2019-0427672,2019-07-09,2019,7,9,,FEMENINO,34,,30-50
7439,LC-2019-0539456,2019-07-09,2019,7,9,,FEMENINO,76,,+60
7440,LC-2019-0562086,2019-07-09,2019,7,9,,MASCULINO,58,,50-60
7441,LC-2019-0423209,2019-07-10,2019,7,10,,MASCULINO,37,,30-50
7442,LC-2019-0423276,2019-07-10,2019,7,10,,MASCULINO,42,,30-50
7443,LC-2019-0423357,2019-07-10,2019,7,10,,FEMENINO,22,,18-30
7444,LC-2019-0423360,2019-07-10,2019,7,10,,MASCULINO,0,,
7445,LC-2019-0423430,2019-07-10,2019,7,10,,FEMENINO,27,,18-30
7446,LC-2019-0423430,2019-07-10,2019,7,10,,MASCULINO,0,,
7447,LC-2019-0423769,2019-07-10,2019,7,10,,MASCULINO,19,,18-30
7448,LC-2019-0423847,2019-07-10,2019,7,10,,MASCULINO,0,,
7449,LC-2019-0424018,2019-07-10,2019,7,10,,MASCULINO,0,,
7450,LC-2019-0424039,2019-07-10,2019,7,10,,MASCULINO,86,,+60
7451,LC-2019-0424039,2019-07-10,2019,7,10,,FEMENINO,69,,+60
7452,LC-2019-0424392,2019-07-10,2019,7,10,,FEMENINO,63,,+60
7453,LC-2019-0424454,2019-07-10,2019,7,10,,FEMENINO,27,,18-30
7454,LC-2019-0424671,2019-07-10,2019,7,10,,MASCULINO,31,,30-50
7455,LC-2019-0424787,2019-07-10,2019,7,10,,MASCULINO,23,,18-30
7456,LC-2019-0424883,2019-07-10,2019,7,10,,MASCULINO,0,,
7457,LC-2019-0424924,2019-07-10,2019,7,10,,MASCULINO,21,,18-30
7458,LC-2019-0425118,2019-07-10,2019,7,10,,FEMENINO,70,,+60
7459,LC-2019-0425191,2019-07-10,2019,7,10,,MASCULINO,40,,30-50
7460,LC-2019-0425214,2019-07-10,2019,7,10,,MASCULINO,38,,30-50
7461,LC-2019-0425504,2019-07-10,2019,7,10,,FEMENINO,34,,30-50
7462,LC-2019-0425656,2019-07-10,2019,7,10,,MASCULINO,13,,<18
7463,LC-2019-0425656,2019-07-10,2019,7,10,,FEMENINO,44,,30-50
7464,LC-2019-0425710,2019-07-10,2019,7,10,,MASCULINO,0,,
7465,LC-2019-0425736,2019-07-10,2019,7,10,,MASCULINO,39,,30-50
7466,LC-2019-0425767,2019-07-10,2019,7,10,,MASCULINO,37,,30-50
7467,LC-2019-0425824,2019-07-10,2019,7,10,,FEMENINO,49,,30-50
7468,LC-2019-0425824,2019-07-10,2019,7,10,,FEMENINO,0,,
7469,LC-2019-0425846,2019-07-10,2019,7,10,,MASCULINO,0,,
7470,LC-2019-0425871,2019-07-10,2019,7,10,,MASCULINO,37,,30-50
7471,LC-2019-0425879,2019-07-10,2019,7,10,,MASCULINO,37,,30-50
7472,LC-2019-0425897,2019-07-10,2019,7,10,,MASCULINO,0,,
7473,LC-2019-0425924,2019-07-10,2019,7,10,,MASCULINO,25,,18-30
7474,LC-2019-0425937,2019-07-10,2019,7,10,,MASCULINO,0,,
7475,LC-2019-0425969,2019-07-10,2019,7,10,,MASCULINO,34,,30-50
7476,LC-2019-0426000,2019-07-10,2019,7,10,,MASCULINO,20,,18-30
7477,LC-2019-0426031,2019-07-10,2019,7,10,,MASCULINO,0,,
7478,LC-2019-0426031,2019-07-10,2019,7,10,,MASCULINO,0,,
7479,LC-2019-0426031,2019-07-10,2019,7,10,,FEMENINO,0,,
7480,LC-2019-0426074,2019-07-10,2019,7,10,,MASCULINO,23,,18-30
7481,LC-2019-0426074,2019-07-10,2019,7,10,,MASCULINO,24,,18-30
7482,LC-2019-0426078,2019-07-10,2019,7,10,,MASCULINO,39,,30-50
7483,LC-2019-0426078,2019-07-10,2019,7,10,,FEMENINO,43,,30-50
7484,LC-2019-0426081,2019-07-10,2019,7,10,,FEMENINO,64,,+60
7485,LC-2019-0426175,2019-07-10,2019,7,10,,MASCULINO,56,,50-60
7486,LC-2019-0428130,2019-07-10,2019,7,10,,FEMENINO,64,,+60
7487,LC-2019-0430999,2019-07-10,2019,7,10,,MASCULINO,34,,30-50
7488,LC-2019-0437579,2019-07-10,2019,7,10,,MASCULINO,28,,18-30
7489,LC-2019-0492017,2019-07-10,2019,7,10,,MASCULINO,0,,
7490,LC-2019-0425548,2019-07-10,2019,7,10,,FEMENINO,48,,30-50
7491,LC-2019-0426121,2019-07-11,2019,7,11,,MASCULINO,41,,30-50
7492,LC-2019-0426121,2019-07-11,2019,7,11,,MASCULINO,44,,30-50
7493,LC-2019-0426207,2019-07-11,2019,7,11,,MASCULINO,0,,
7494,LC-2019-0426479,2019-07-11,2019,7,11,,MASCULINO,27,,18-30
7495,LC-2019-0426485,2019-07-11,2019,7,11,,MASCULINO,37,,30-50
7496,LC-2019-0426786,2019-07-11,2019,7,11,,MASCULINO,37,,30-50
7497,LC-2019-0427117,2019-07-11,2019,7,11,,,0,,
7498,LC-2019-0427266,2019-07-11,2019,7,11,,MASCULINO,21,,18-30
7499,LC-2019-0427350,2019-07-11,2019,7,11,,MASCULINO,39,,30-50
7500,LC-2019-0427423,2019-07-11,2019,7,11,,FEMENINO,21,,18-30
7501,LC-2019-0427423,2019-07-11,2019,7,11,,MASCULINO,36,,30-50
7502,LC-2019-0427824,2019-07-11,2019,7,11,,MASCULINO,35,,30-50
7503,LC-2019-0427968,2019-07-11,2019,7,11,,FEMENINO,52,,50-60
7504,LC-2019-0427968,2019-07-11,2019,7,11,,MASCULINO,55,,50-60
7505,LC-2019-0428120,2019-07-11,2019,7,11,,FEMENINO,25,,18-30
7506,LC-2019-0428120,2019-07-11,2019,7,11,,MASCULINO,31,,30-50
7507,LC-2019-0428120,2019-07-11,2019,7,11,,MASCULINO,36,,30-50
7508,LC-2019-0428120,2019-07-11,2019,7,11,,FEMENINO,39,,30-50
7509,LC-2019-0428120,2019-07-11,2019,7,11,,FEMENINO,40,,30-50
7510,LC-2019-0428120,2019-07-11,2019,7,11,,FEMENINO,57,,50-60
7511,LC-2019-0428120,2019-07-11,2019,7,11,,MASCULINO,22,,18-30
7512,LC-2019-0428120,2019-07-11,2019,7,11,,MASCULINO,32,,30-50
7513,LC-2019-0428120,2019-07-11,2019,7,11,,MASCULINO,34,,30-50
7514,LC-2019-0428120,2019-07-11,2019,7,11,,FEMENINO,49,,30-50
7515,LC-2019-0428261,2019-07-11,2019,7,11,,MASCULINO,0,,
7516,LC-2019-0428296,2019-07-11,2019,7,11,,MASCULINO,0,,
7517,LC-2019-0428322,2019-07-11,2019,7,11,,MASCULINO,0,,
7518,LC-2019-0428424,2019-07-11,2019,7,11,,MASCULINO,0,,
7519,LC-2019-0428424,2019-07-11,2019,7,11,,MASCULINO,33,,30-50
7520,LC-2019-0428463,2019-07-11,2019,7,11,,MASCULINO,78,,+60
7521,LC-2019-0428536,2019-07-11,2019,7,11,,MASCULINO,0,,
7522,LC-2019-0428536,2019-07-11,2019,7,11,,MASCULINO,0,,
7523,LC-2019-0428561,2019-07-11,2019,7,11,,FEMENINO,39,,30-50
7524,LC-2019-0428571,2019-07-11,2019,7,11,,FEMENINO,18,,<18
7525,LC-2019-0428579,2019-07-11,2019,7,11,,MASCULINO,22,,18-30
7526,LC-2019-0428579,2019-07-11,2019,7,11,,MASCULINO,0,,
7527,LC-2019-0428652,2019-07-11,2019,7,11,,FEMENINO,49,,30-50
7528,LC-2019-0428698,2019-07-11,2019,7,11,,MASCULINO,30,,18-30
7529,LC-2019-0428713,2019-07-11,2019,7,11,,FEMENINO,0,,
7530,LC-2019-0428718,2019-07-11,2019,7,11,,MASCULINO,39,,30-50
7531,LC-2019-0428721,2019-07-11,2019,7,11,,MASCULINO,37,,30-50
7532,LC-2019-0428721,2019-07-11,2019,7,11,,MASCULINO,41,,30-50
7533,LC-2019-0428757,2019-07-11,2019,7,11,,MASCULINO,22,,18-30
7534,LC-2019-0428862,2019-07-11,2019,7,11,,MASCULINO,22,,18-30
7535,LC-2019-0218853,2019-04-08,2019,4,8,,MASCULINO,22,,18-30
7536,LC-2019-0432444,2019-07-11,2019,7,11,,FEMENINO,35,,30-50
7537,LC-2019-0436626,2019-07-11,2019,7,11,,FEMENINO,71,,+60
7538,LC-2019-0443811,2019-07-11,2019,7,11,,MASCULINO,55,,50-60
7539,LC-2019-0452882,2019-07-11,2019,7,11,,FEMENINO,23,,18-30
7540,LC-2019-0460169,2019-07-11,2019,7,11,,MASCULINO,55,,50-60
7541,LC-2019-0494385,2019-07-11,2019,7,11,,MASCULINO,35,,30-50
7542,LC-2019-0595743,2019-07-11,2019,7,11,,MASCULINO,21,,18-30
7543,LC-2019-0426714,2019-07-11,2019,7,11,,MASCULINO,31,,30-50
7544,LC-2019-0426832,2019-07-11,2019,7,11,,MASCULINO,39,,30-50
7545,LC-2019-0428873,2019-07-12,2019,7,12,,MASCULINO,30,,18-30
7546,LC-2019-0428917,2019-07-12,2019,7,12,,MASCULINO,0,,
7547,LC-2019-0428917,2019-07-12,2019,7,12,,MASCULINO,0,,
7548,LC-2019-0429087,2019-07-12,2019,7,12,,FEMENINO,0,,
7549,LC-2019-0429157,2019-07-12,2019,7,12,,FEMENINO,29,,18-30
7550,LC-2019-0429157,2019-07-12,2019,7,12,,MASCULINO,0,,
7551,LC-2019-0429157,2019-07-12,2019,7,12,,FEMENINO,27,,18-30
