,ID_hecho,FECHA,AAAA,MM,DD,VICTIMA,SEXO,EDAD,GRAVEDAD,grupo_etario
6874,LC-2019-0393994,2019-06-25,2019,6,25,,MASCULINO,23,,18-30
6875,LC-2019-0394022,2019-06-25,2019,6,25,,MASCULINO,35,,30-50
6876,LC-2019-0394193,2019-06-25,2019,6,25,,MASCULINO,0,,
6877,LC-2019-0394276,2019-06-25,2019,6,25,,MASCULINO,33,,30-50
6878,LC-2019-0394361,2019-06-25,2019,6,25,,MASCULINO,40,,30-50
6879,LC-2019-0345382,2019-06-03,2019,6,3,,MASCULINO,33,,30-50
6880,LC-2019-0394361,2019-06-25,2019,6,25,,FEMENINO,0,,
6881,LC-2019-0394371,2019-06-25,2019,6,25,,FEMENINO,0,,
6882,LC-2019-0394412,2019-06-25,2019,6,25,,MASCULINO,0,,
6883,LC-2019-0394554,2019-06-25,2019,6,25,,MASCULINO,38,,30-50
6884,LC-2019-0394597,2019-06-25,2019,6,25,,MASCULINO,0,,
6885,LC-2019-0394619,2019-06-25,2019,6,25,,MASCULINO,40,,30-50
6886,LC-2019-0394667,2019-06-25,2019,6,25,,FEMENINO,44,,30-50
6887,LC-2019-0394727,2019-06-25,2019,6,25,,FEMENINO,48,,30-50
6888,LC-2019-0394770,2019-06-25,2019,6,25,,MASCULINO,53,,50-60
6889,LC-2019-0394887,2019-06-25,2019,6,25,,MASCULINO,0,,
6890,LC-2019-0395012,2019-06-25,2019,6,25,,MASCULINO,0,,
6891,LC-2019-0395021,2019-06-25,2019,6,25,,MASCULINO,36,,30-50
6892,LC-2019-0395021,2019-06-25,2019,6,25,,MASCULINO,36,,30-50
6893,LC-2019-0395028,2019-06-25,2019,6,25,,FEMENINO,69,,+60
6894,LC-2019-0395040,2019-06-25,2019,6,25,,FEMENINO,30,,18-30
6895,LC-2019-0395040,2019-06-25,2019,6,25,,MASCULINO,30,,18-30
6896,LC-2019-0395060,2019-06-25,2019,6,25,,MASCULINO,23,,18-30
6897,LC-2019-0395071,2019-06-25,2019,6,25,,MASCULINO,31,,30-50
6898,LC-2019-0395082,2019-06-25,2019,6,25,,MASCULINO,28,,18-30
6899,LC-2019-0395082,2019-06-25,2019,6,25,,FEMENINO,28,,18-30
6900,LC-2019-0395101,2019-06-25,2019,6,25,,MASCULINO,0,,
6901,LC-2019-0395102,2019-06-25,2019,6,25,,MASCULINO,0,,
6902,LC-2019-0395231,2019-06-25,2019,6,25,,MASCULINO,25,,18-30
6903,LC-2019-0395235,2019-06-25,2019,6,25,,MASCULINO,0,,
6904,LC-2019-0395296,2019-06-25,2019,6,25,,MASCULINO,35,,30-50
6905,LC-2019-0395296,2019-06-25,2019,6,25,,FEMENINO,35,,30-50
6906,LC-2019-0396475,2019-06-25,2019,6,25,,MASCULINO,0,,
6907,LC-2019-0411898,2019-06-25,2019,6,25,,FEMENINO,0,,
6908,LC-2019-0414125,2019-06-25,2019,6,25,,FEMENINO,60,,50-60
6909,LC-2019-0442951,2019-06-25,2019,6,25,,MASCULINO,30,,18-30
6910,LC-2019-0395409,2019-06-26,2019,6,26,,MASCULINO,54,,50-60
6911,LC-2019-0395432,2019-06-26,2019,6,26,,MASCULINO,46,,30-50
6912,LC-2019-0395432,2019-06-26,2019,6,26,,FEMENINO,46,,30-50
6913,LC-2019-0395528,2019-06-26,2019,6,26,,MASCULINO,0,,
6914,LC-2019-0395795,2019-06-26,2019,6,26,,MASCULINO,28,,18-30
6915,LC-2019-0395901,2019-06-26,2019,6,26,,FEMENINO,65,,+60
6916,LC-2019-0395931,2019-06-26,2019,6,26,,FEMENINO,0,,
6917,LC-2019-0395977,2019-06-26,2019,6,26,,FEMENINO,0,,
6918,LC-2019-0396090,2019-06-26,2019,6,26,,MASCULINO,36,,30-50
6919,LC-2019-0396173,2019-06-26,2019,6,26,,MASCULINO,0,,
6920,LC-2019-0396173,2019-06-26,2019,6,26,,MASCULINO,0,,
6921,LC-2019-0396458,2019-06-26,2019,6,26,,FEMENINO,61,,+60
6922,LC-2019-0396458,2019-06-26,2019,6,26,,FEMENINO,61,,+60
6923,LC-2019-0396458,2019-06-26,2019,6,26,,FEMENINO,33,,30-50
6924,LC-2019-0396660,2019-06-26,2019,6,26,,MASCULINO,25,,18-30
6925,LC-2019-0396772,2019-06-26,2019,6,26,,MASCULINO,29,,18-30
6926,LC-2019-0396885,2019-06-26,2019,6,26,,MASCULINO,45,,30-50
6927,LC-2019-0397024,2019-06-26,2019,6,26,,MASCULINO,45,,30-50
6928,LC-2019-0397173,2019-06-26,2019,6,26,,FEMENINO,0,,
6929,LC-2019-0397186,2019-06-26,2019,6,26,,MASCULINO,27,,18-30
6930,LC-2019-0397394,2019-06-26,2019,6,26,,MASCULINO,35,,30-50
6931,LC-2019-0397410,2019-06-26,2019,6,26,,MASCULINO,0,,
6932,LC-2019-0397423,2019-06-26,2019,6,26,,MASCULINO,0,,
6933,LC-2019-0397509,2019-06-26,2019,6,26,,MASCULINO,29,,18-30
6934,LC-2019-0397517,2019-06-26,2019,6,26,,FEMENINO,27,,18-30
6935,LC-2019-0397642,2019-06-26,2019,6,26,,,0,,
6936,LC-2019-0397667,2019-06-26,2019,6,26,,MASCULINO,0,,
6937,LC-2019-0397760,2019-06-26,2019,6,26,,MASCULINO,36,,30-50
6938,LC-2019-0397796,2019-06-26,2019,6,26,,MASCULINO,37,,30-50
6939,LC-2019-0662742,2019-10-23,2019,10,23,,MASCULINO,20,,18-30
6940,LC-2019-0399552,2019-06-26,2019,6,26,,FEMENINO,0,,
6941,LC-2019-0404086,2019-06-26,2019,6,26,,FEMENINO,21,,18-30
6942,LC-2019-0415331,2019-06-26,2019,6,26,,FEMENINO,61,,+60
6943,LC-2019-0442243,2019-06-26,2019,6,26,,FEMENINO,28,,18-30
6944,LC-2019-0398115,2019-06-27,2019,6,27,,MASCULINO,62,,+60
6945,LC-2019-0398115,2019-06-27,2019,6,27,,FEMENINO,62,,+60
6946,LC-2019-0398190,2019-06-27,2019,6,27,,MASCULINO,36,,30-50
6947,LC-2019-0398467,2019-06-27,2019,6,27,,MASCULINO,0,,
6948,LC-2019-0398474,2019-06-27,2019,6,27,,MASCULINO,48,,30-50
6949,LC-2019-0398570,2019-06-27,2019,6,27,,MASCULINO,33,,30-50
6950,LC-2019-0398597,2019-06-27,2019,6,27,,MASCULINO,48,,30-50
6951,LC-2019-0398661,2019-06-27,2019,6,27,,MASCULINO,84,,+60
6952,LC-2019-0398857,2019-06-27,2019,6,27,,FEMENINO,0,,
6953,LC-2019-0398926,2019-06-27,2019,6,27,,MASCULINO,0,,
6954,LC-2019-0399090,2019-06-27,2019,6,27,,MASCULINO,0,,
6955,LC-2019-0399141,2019-06-27,2019,6,27,,FEMENINO,83,,+60
6956,LC-2019-0399168,2019-06-27,2019,6,27,,MASCULINO,39,,30-50
6957,LC-2019-0399256,2019-06-27,2019,6,27,,MASCULINO,21,,18-30
6958,LC-2019-0399416,2019-06-27,2019,6,27,,MASCULINO,25,,18-30
6959,LC-2019-0399476,2019-06-27,2019,6,27,,MASCULINO,44,,30-50
6960,LC-2019-0399586,2019-06-27,2019,6,27,,MASCULINO,30,,18-30
6961,LC-2019-0399676,2019-06-27,2019,6,27,,MASCULINO,24,,18-30
6962,LC-2019-0399740,2019-06-27,2019,6,27,,MASCULINO,43,,30-50
6963,LC-2019-0399742,2019-06-27,2019,6,27,,MASCULINO,36,,30-50
6964,LC-2019-0399840,2019-06-27,2019,6,27,,FEMENINO,0,,
6965,LC-2019-0399840,2019-06-27,2019,6,27,,MASCULINO,0,,
6966,LC-2019-0399844,2019-06-27,2019,6,27,,FEMENINO,44,,30-50
6967,LC-2019-0399844,2019-06-27,2019,6,27,,FEMENINO,44,,30-50
6968,LC-2019-0399880,2019-06-27,2019,6,27,,FEMENINO,20,,18-30
6969,LC-2019-0399914,2019-06-27,2019,6,27,,MASCULINO,90,,+60
6970,LC-2019-0400000,2019-06-27,2019,6,27,,MASCULINO,45,,30-50
6971,LC-2019-0400000,2019-06-27,2019,6,27,,FEMENINO,45,,30-50
6972,LC-2019-0400024,2019-06-27,2019,6,27,,MASCULINO,38,,30-50
6973,LC-2019-0400038,2019-06-27,2019,6,27,,FEMENINO,84,,+60
6974,LC-2019-0400244,2019-06-27,2019,6,27,,FEMENINO,0,,
6975,LC-2019-0400312,2019-06-27,2019,6,27,,MASCULINO,41,,30-50
6976,LC-2019-0400436,2019-06-27,2019,6,27,,MASCULINO,0,,
6977,LC-2019-0400446,2019-06-27,2019,6,27,,MASCULINO,0,,
6978,LC-2019-0400466,2019-06-27,2019,6,27,,MASCULINO,41,,30-50
6979,LC-2019-0402195,2019-06-27,2019,6,27,,FEMENINO,50,,30-50
6980,LC-2019-0402807,2019-06-27,2019,6,27,,MASCULINO,29,,18-30
6981,LC-2019-0400667,2019-06-28,2019,6,28,,MASCULINO,27,,18-30
6982,LC-2019-0401467,2019-06-28,2019,6,28,,MASCULINO,0,,
6983,LC-2019-0401532,2019-06-28,2019,6,28,,MASCULINO,0,,
6984,LC-2019-0401533,2019-06-28,2019,6,28,,MASCULINO,73,,+60
6985,LC-2019-0401534,2019-06-28,2019,6,28,,MASCULINO,28,,18-30
6986,LC-2019-0401643,2019-06-28,2019,6,28,,FEMENINO,30,,18-30
6987,LC-2019-0401653,2019-06-28,2019,6,28,,MASCULINO,0,,
6988,LC-2019-0401793,2019-06-28,2019,6,28,,MASCULINO,25,,18-30
6989,LC-2019-0401967,2019-06-28,2019,6,28,,FEMENINO,0,,
6990,LC-2019-0402002,2019-06-28,2019,6,28,,FEMENINO,80,,+60
6991,LC-2019-0402219,2019-06-28,2019,6,28,,FEMENINO,27,,18-30
6992,LC-2019-0402222,2019-06-28,2019,6,28,,FEMENINO,56,,50-60
6993,LC-2019-0402234,2019-06-28,2019,6,28,,FEMENINO,48,,30-50
6994,LC-2019-0402239,2019-06-28,2019,6,28,,MASCULINO,30,,18-30
6995,LC-2019-0402254,2019-06-28,2019,6,28,,MASCULINO,0,,
6996,LC-2019-0402303,2019-06-28,2019,6,28,,MASCULINO,42,,30-50
6997,LC-2019-0402362,2019-06-28,2019,6,28,,MASCULINO,51,,50-60
6998,LC-2019-0402433,2019-06-28,2019,6,28,,MASCULINO,29,,18-30
6999,LC-2019-0402596,2019-06-28,2019,6,28,,FEMENINO,29,,18-30
7000,LC-2019-0402716,2019-06-28,2019,6,28,,MASCULINO,31,,30-50
7001,LC-2019-0402854,2019-06-28,2019,6,28,,FEMENINO,69,,+60
7002,LC-2019-0402854,2019-06-28,2019,6,28,,FEMENINO,69,,+60
7003,LC-2019-0402888,2019-06-28,2019,6,28,,FEMENINO,57,,50-60
7004,LC-2019-0402930,2019-06-28,2019,6,28,,FEMENINO,77,,+60
7005,LC-2019-0402937,2019-06-28,2019,6,28,,FEMENINO,68,,+60
7006,LC-2019-0402995,2019-06-28,2019,6,28,,MASCULINO,28,,18-30
7007,LC-2019-0403045,2019-06-28,2019,6,28,,MASCULINO,0,,
7008,LC-2019-0403055,2019-06-28,2019,6,28,,FEMENINO,78,,+60
7009,LC-2019-0403068,2019-06-28,2019,6,28,,FEMENINO,33,,30-50
7010,LC-2019-0403150,2019-06-28,2019,6,28,,FEMENINO,25,,18-30
7011,LC-2019-0403549,2019-06-28,2019,6,28,,MASCULINO,21,,18-30
7012,LC-2019-0403665,2019-06-28,2019,6,28,,MASCULINO,21,,18-30
7013,LC-2019-0403717,2019-06-28,2019,6,28,,MASCULINO,41,,30-50
7014,LC-2019-0415103,2019-06-28,2019,6,28,,MASCULINO,39,,30-50
7015,LC-2019-0417423,2019-06-28,2019,6,28,,FEMENINO,52,,50-60
7016,LC-2019-0400939,2019-06-28,2019,6,28,,MASCULINO,34,,30-50
7017,LC-2019-0403206,2019-06-29,2019,6,29,,MASCULINO,26,,18-30
7018,LC-2019-0403238,2019-06-29,2019,6,29,,MASCULINO,24,,18-30
7019,LC-2019-0403362,2019-06-29,2019,6,29,,MASCULINO,28,,18-30
7020,LC-2019-0403417,2019-06-29,2019,6,29,,MASCULINO,51,,50-60
7021,LC-2019-0403417,2019-06-29,2019,6,29,,MASCULINO,51,,50-60
7022,LC-2019-0403455,2019-06-29,2019,6,29,,MASCULINO,23,,18-30
7023,LC-2019-0403489,2019-06-29,2019,6,29,,MASCULINO,24,,18-30
7024,LC-2019-0403506,2019-06-29,2019,6,29,,MASCULINO,21,,18-30
7025,LC-2019-0403688,2019-06-29,2019,6,29,,MASCULINO,30,,18-30
7026,LC-2019-0403716,2019-06-29,2019,6,29,,MASCULINO,15,,<18
7027,LC-2019-0403771,2019-06-29,2019,6,29,,MASCULINO,0,,
7028,LC-2019-0403894,2019-06-29,2019,6,29,,MASCULINO,0,,
7029,LC-2019-0403938,2019-06-29,2019,6,29,,MASCULINO,0,,
7030,LC-2019-0403961,2019-06-29,2019,6,29,,MASCULINO,20,,18-30
7031,LC-2019-0403994,2019-06-29,2019,6,29,,MASCULINO,46,,30-50
7032,LC-2019-0404080,2019-06-29,2019,6,29,,MASCULINO,20,,18-30
7033,LC-2019-0404080,2019-06-29,2019,6,29,,MASCULINO,20,,18-30
7034,LC-2019-0404088,2019-06-29,2019,6,29,,MASCULINO,23,,18-30
7035,LC-2019-0404101,2019-06-29,2019,6,29,,MASCULINO,68,,+60
7036,LC-2019-0404102,2019-06-29,2019,6,29,,MASCULINO,20,,18-30
7037,LC-2019-0404104,2019-06-29,2019,6,29,,FEMENINO,38,,30-50
7038,LC-2019-0404104,2019-06-29,2019,6,29,,FEMENINO,38,,30-50
7039,LC-2019-0404110,2019-06-29,2019,6,29,,FEMENINO,0,,
7040,LC-2019-0404163,2019-06-29,2019,6,29,,MASCULINO,0,,
7041,LC-2019-0404192,2019-06-29,2019,6,29,,FEMENINO,29,,18-30
7042,LC-2019-0404192,2019-06-29,2019,6,29,,MASCULINO,29,,18-30
7043,LC-2019-0404195,2019-06-29,2019,6,29,,FEMENINO,0,,
7044,LC-2019-0404200,2019-06-29,2019,6,29,,FEMENINO,64,,+60
7045,LC-2019-0404281,2019-06-29,2019,6,29,,MASCULINO,60,,50-60
7046,LC-2019-0404340,2019-06-29,2019,6,29,,MASCULINO,40,,30-50
7047,LC-2019-0404364,2019-06-29,2019,6,29,,MASCULINO,0,,
7048,LC-2019-0404369,2019-06-29,2019,6,29,,FEMENINO,0,,
7049,LC-2019-0405434,2019-06-29,2019,6,29,,MASCULINO,48,,30-50
7050,LC-2019-0407382,2019-06-29,2019,6,29,,MASCULINO,24,,18-30
7051,LC-2019-0407504,2019-06-29,2019,6,29,,MASCULINO,29,,18-30
7052,LC-2019-0435377,2019-06-29,2019,6,29,,MASCULINO,27,,18-30
7053,LC-2019-0404452,2019-06-30,2019,6,30,,MASCULINO,56,,50-60
7054,LC-2019-0404452,2019-06-30,2019,6,30,,MASCULINO,56,,50-60
7055,LC-2019-0404520,2019-06-30,2019,6,30,,FEMENINO,26,,18-30
7056,LC-2019-0404520,2019-06-30,2019,6,30,,MASCULINO,26,,18-30
7057,LC-2019-0404554,2019-06-30,2019,6,30,,MASCULINO,25,,18-30
7058,LC-2019-0404554,2019-06-30,2019,6,30,,MASCULINO,25,,18-30
7059,LC-2019-0404556,2019-06-30,2019,6,30,,FEMENINO,0,,
7060,LC-2019-0404605,2019-06-30,2019,6,30,,MASCULINO,0,,
7061,LC-2019-0404605,2019-06-30,2019,6,30,,MASCULINO,0,,
7062,LC-2019-0404605,2019-06-30,2019,6,30,,MASCULINO,0,,
7063,LC-2019-0404609,2019-06-30,2019,6,30,,MASCULINO,20,,18-30
7064,LC-2019-0404612,2019-06-30,2019,6,30,,FEMENINO,38,,30-50
7065,LC-2019-0404643,2019-06-30,2019,6,30,,MASCULINO,29,,18-30
7066,LC-2019-0404927,2019-06-30,2019,6,30,,FEMENINO,24,,18-30
7067,LC-2019-0405034,2019-06-30,2019,6,30,,FEMENINO,0,,
7068,LC-2019-0405189,2019-06-30,2019,6,30,,MASCULINO,55,,50-60
7069,LC-2019-0405189,2019-06-30,2019,6,30,,MASCULINO,55,,50-60
7070,LC-2019-0405189,2019-06-30,2019,6,30,,MASCULINO,24,,18-30
7071,LC-2019-0405310,2019-06-30,2019,6,30,,FEMENINO,0,,
7072,LC-2019-0405357,2019-06-30,2019,6,30,,MASCULINO,0,,
7073,LC-2019-0405412,2019-06-30,2019,6,30,,FEMENINO,34,,30-50
7074,LC-2019-0405494,2019-06-30,2019,6,30,,MASCULINO,39,,30-50
7075,LC-2019-0405508,2019-06-30,2019,6,30,,MASCULINO,0,,
7076,LC-2019-0600255,2019-09-22,2019,9,22,,MASCULINO,0,,
7077,LC-2019-0405567,2019-06-30,2019,6,30,,FEMENINO,22,,18-30
7078,LC-2019-0409236,2019-06-30,2019,6,30,,MASCULINO,40,,30-50
7079,LC-2019-0417291,2019-06-30,2019,6,30,,MASCULINO,0,,
7080,LC-2019-0554101,2019-09-04,2019,9,4,,MASCULINO,23,,18-30
7081,LC-2019-0405413,2019-07-01,2019,7,1,,FEMENINO,0,,
7082,LC-2019-0405570,2019-07-01,2019,7,1,,MASCULINO,2,,<18
7083,LC-2019-0620560,2019-10-03,2019,10,3,,MASCULINO,26,,18-30
7084,LC-2019-0405661,2019-07-01,2019,7,1,,FEMENINO,0,,
7085,LC-2019-0405815,2019-07-01,2019,7,1,,MASCULINO,0,,
7086,LC-2019-0405961,2019-07-01,2019,7,1,,MASCULINO,0,,
7087,LC-2019-0405973,2019-07-01,2019,7,1,,MASCULINO,46,,30-50
7088,LC-2019-0405992,2019-07-01,2019,7,1,,MASCULINO,0,,
7089,LC-2019-0405992,2019-07-01,2019,7,1,,MASCULINO,72,,+60
7090,LC-2019-0406129,2019-07-01,2019,7,1,,FEMENINO,39,,30-50
7091,LC-2019-0406133,2019-07-01,2019,7,1,,MASCULINO,32,,30-50
7092,LC-2019-0406133,2019-07-01,2019,7,1,,MASCULINO,43,,30-50
7093,LC-2019-0406180,2019-07-01,2019,7,1,,MASCULINO,28,,18-30
7094,LC-2019-0406326,2019-07-01,2019,7,1,,FEMENINO,0,,
7095,LC-2019-0406429,2019-07-01,2019,7,1,,MASCULINO,30,,18-30
7096,LC-2019-0406446,2019-07-01,2019,7,1,,MASCULINO,39,,30-50
7097,LC-2019-0406446,2019-07-01,2019,7,1,,MASCULINO,39,,30-50
7098,LC-2019-0406446,2019-07-01,2019,7,1,,MASCULINO,0,,
7099,LC-2019-0406518,2019-07-01,2019,7,1,,MASCULINO,0,,
7100,LC-2019-0406528,2019-07-01,2019,7,1,,MASCULINO,42,,30-50
7101,LC-2019-0406537,2019-07-01,2019,7,1,,MASCULINO,36,,30-50
7102,LC-2019-0406569,2019-07-01,2019,7,1,,MASCULINO,45,,30-50
7103,LC-2019-0406569,2019-07-01,2019,7,1,,MASCULINO,41,,30-50
7104,LC-2019-0406633,2019-07-01,2019,7,1,,FEMENINO,65,,+60
7105,LC-2019-0406733,2019-07-01,2019,7,1,,MASCULINO,44,,30-50
7106,LC-2019-0406742,2019-07-01,2019,7,1,,MASCULINO,24,,18-30
7107,LC-2019-0406753,2019-07-01,2019,7,1,,FEMENINO,19,,18-30
7108,LC-2019-0406764,2019-07-01,2019,7,1,,MASCULINO,21,,18-30
7109,LC-2019-0407027,2019-07-01,2019,7,1,,FEMENINO,0,,
7110,LC-2019-0407179,2019-07-01,2019,7,1,,MASCULINO,34,,30-50
7111,LC-2019-0407193,2019-07-01,2019,7,1,,MASCULINO,87,,+60
7112,LC-2019-0407309,2019-07-01,2019,7,1,,MASCULINO,50,,30-50
7113,LC-2019-0407309,2019-07-01,2019,7,1,,MASCULINO,28,,18-30
7114,LC-2019-0407411,2019-07-01,2019,7,1,,MASCULINO,0,,
7115,LC-2019-0407411,2019-07-01,2019,7,1,,MASCULINO,0,,
7116,LC-2019-0407499,2019-07-01,2019,7,1,,FEMENINO,16,,<18
7117,LC-2019-0407499,2019-07-01,2019,7,1,,FEMENINO,14,,<18
7118,LC-2019-0407573,2019-07-01,2019,7,1,,FEMENINO,0,,
7119,LC-2019-0407599,2019-07-01,2019,7,1,,MASCULINO,0,,
7120,LC-2019-0407622,2019-07-01,2019,7,1,,MASCULINO,27,,18-30
7121,LC-2019-0407624,2019-07-01,2019,7,1,,MASCULINO,28,,18-30
7122,LC-2019-0407724,2019-07-01,2019,7,1,,FEMENINO,42,,30-50
7123,LC-2019-0407764,2019-07-01,2019,7,1,,MASCULINO,0,,
7124,LC-2019-0407934,2019-07-01,2019,7,1,,MASCULINO,21,,18-30
7125,LC-2019-0407953,2019-07-01,2019,7,1,,FEMENINO,0,,
7126,LC-2019-0408033,2019-07-01,2019,7,1,,MASCULINO,23,,18-30
7127,LC-2019-0408033,2019-07-01,2019,7,1,,FEMENINO,31,,30-50
7128,LC-2019-0408042,2019-07-01,2019,7,1,,MASCULINO,33,,30-50
7129,LC-2019-0408076,2019-07-01,2019,7,1,,MASCULINO,40,,30-50
7130,LC-2019-0408118,2019-07-01,2019,7,1,,FEMENINO,44,,30-50
7131,LC-2019-0408134,2019-07-01,2019,7,1,,,0,,
7132,LC-2019-0408137,2019-07-01,2019,7,1,,MASCULINO,46,,30-50
7133,LC-2019-0409007,2019-07-01,2019,7,1,,MASCULINO,27,,18-30
7134,LC-2019-0411212,2019-07-01,2019,7,1,,FEMENINO,72,,+60
7135,LC-2019-0421638,2019-07-01,2019,7,1,,MASCULINO,45,,30-50
7136,LC-2019-0421638,2019-07-01,2019,7,1,,MASCULINO,61,,+60
7137,LC-2019-0407008,2019-07-02,2019,7,2,,MASCULINO,12,,<18
7138,LC-2019-0408266,2019-07-02,2019,7,2,,MASCULINO,26,,18-30
7139,LC-2019-0408588,2019-07-02,2019,7,2,,MASCULINO,0,,
7140,LC-2019-0408632,2019-07-02,2019,7,2,,,0,,
7141,LC-2019-0408871,2019-07-02,2019,7,2,,MASCULINO,23,,18-30
7142,LC-2019-0409051,2019-07-02,2019,7,2,,MASCULINO,49,,30-50
7143,LC-2019-0409051,2019-07-02,2019,7,2,,FEMENINO,62,,+60
7144,LC-2019-0409631,2019-07-02,2019,7,2,,FEMENINO,90,,+60
7145,LC-2019-0409779,2019-07-02,2019,7,2,,MASCULINO,61,,+60
7146,LC-2019-0409779,2019-07-02,2019,7,2,,FEMENINO,55,,50-60
7147,LC-2019-0409794,2019-07-02,2019,7,2,,MASCULINO,26,,18-30
7148,LC-2019-0205439,2019-04-03,2019,4,3,,MASCULINO,33,,30-50
7149,LC-2019-0409832,2019-07-02,2019,7,2,,MASCULINO,55,,50-60
7150,LC-2019-0409973,2019-07-02,2019,7,2,,MASCULINO,21,,18-30
7151,LC-2019-0409973,2019-07-02,2019,7,2,,FEMENINO,20,,18-30
7152,LC-2019-0410009,2019-07-02,2019,7,2,,MASCULINO,45,,30-50
7153,LC-2019-0410032,2019-07-02,2019,7,2,,MASCULINO,0,,
7154,LC-2019-0410083,2019-07-02,2019,7,2,,FEMENINO,46,,30-50
7155,LC-2019-0410083,2019-07-02,2019,7,2,,MASCULINO,72,,+60
7156,LC-2019-0410112,2019-07-02,2019,7,2,,MASCULINO,24,,18-30
7157,LC-2019-0410250,2019-07-02,2019,7,2,,MASCULINO,25,,18-30
7158,LC-2019-0410383,2019-07-02,2019,7,2,,MASCULINO,37,,30-50
7159,LC-2019-0410397,2019-07-02,2019,7,2,,MASCULINO,0,,
7160,LC-2019-0410401,2019-07-02,2019,7,2,,FEMENINO,0,,
7161,LC-2019-0410536,2019-07-02,2019,7,2,,MASCULINO,50,,30-50
7162,LC-2019-0410579,2019-07-02,2019,7,2,,MASCULINO,29,,18-30
7163,LC-2019-0410595,2019-07-02,2019,7,2,,FEMENINO,0,,
7164,LC-2019-0410597,2019-07-02,2019,7,2,,FEMENINO,31,,30-50
7165,LC-2019-0410620,2019-07-02,2019,7,2,,MASCULINO,21,,18-30
7166,LC-2019-0410690,2019-07-02,2019,7,2,,MASCULINO,27,,18-30
7167,LC-2019-0410690,2019-07-02,2019,7,2,,FEMENINO,0,,
7168,LC-2019-0410748,2019-07-02,2019,7,2,,MASCULINO,24,,18-30
7169,LC-2019-0410786,2019-07-02,2019,7,2,,FEMENINO,42,,30-50
7170,LC-2019-0410786,2019-07-02,2019,7,2,,MASCULINO,0,,
7171,LC-2019-0410787,2019-07-02,2019,7,2,,MASCULINO,19,,18-30
7172,LC-2019-0413145,2019-07-02,2019,7,2,,FEMENINO,29,,18-30
7173,LC-2019-0415277,2019-07-02,2019,7,2,,FEMENINO,29,,18-30
7174,LC-2019-0410779,2019-07-03,2019,7,3,,MASCULINO,44,,30-50
7175,LC-2019-0411165,2019-07-03,2019,7,3,,MASCULINO,44,,30-50
7176,LC-2019-0411609,2019-07-03,2019,7,3,,MASCULINO,0,,
7177,LC-2019-0411746,2019-07-03,2019,7,3,,FEMENINO,25,,18-30
7178,LC-2019-0411824,2019-07-03,2019,7,3,,MASCULINO,27,,18-30
7179,LC-2019-0411883,2019-07-03,2019,7,3,,FEMENINO,0,,
7180,LC-2019-0411972,2019-07-03,2019,7,3,,MASCULINO,22,,18-30
7181,LC-2019-0412058,2019-07-03,2019,7,3,,MASCULINO,35,,30-50
7182,LC-2019-0412344,2019-07-03,2019,7,3,,MASCULINO,0,,
7183,LC-2019-0412446,2019-07-03,2019,7,3,,FEMENINO,34,,30-50
7184,LC-2019-0412470,2019-07-03,2019,7,3,,MASCULINO,60,,50-60
7185,LC-2019-0412500,2019-07-03,2019,7,3,,MASCULINO,24,,18-30
7186,LC-2019-0412500,2019-07-03,2019,7,3,,FEMENINO,3,,<18
7187,LC-2019-0412562,2019-07-03,2019,7,3,,MASCULINO,62,,+60
7188,LC-2019-0412562,2019-07-03,2019,7,3,,MASCULINO,24,,18-30
7189,LC-2019-0412588,2019-07-03,2019,7,3,,MASCULINO,0,,
7190,LC-2019-0412608,2019-07-03,2019,7,3,,FEMENINO,50,,30-50
7191,LC-2019-0412608,2019-07-03,2019,7,3,,MASCULINO,58,,50-60
7192,LC-2019-0412682,2019-07-03,2019,7,3,,MASCULINO,0,,
7193,LC-2019-0412717,2019-07-03,2019,7,3,,MASCULINO,20,,18-30
7194,LC-2019-0412758,2019-07-03,2019,7,3,,FEMENINO,44,,30-50
7195,LC-2019-0412798,2019-07-03,2019,7,3,,MASCULINO,64,,+60
7196,LC-2019-0412849,2019-07-03,2019,7,3,,MASCULINO,35,,30-50
7197,LC-2019-0412917,2019-07-03,2019,7,3,,MASCULINO,28,,18-30
7198,LC-2019-0413039,2019-07-03,2019,7,3,,FEMENINO,26,,18-30
7199,LC-2019-0413051,2019-07-03,2019,7,3,,,0,,
7200,LC-2019-0413103,2019-07-03,2019,7,3,,FEMENINO,0,,
7201,LC-2019-0413108,2019-07-03,2019,7,3,,MASCULINO,22,,18-30
7202,LC-2019-0413144,2019-07-03,2019,7,3,,MASCULINO,56,,50-60
7203,LC-2019-0413173,2019-07-03,2019,7,3,,MASCULINO,26,,18-30
7204,LC-2019-0414282,2019-07-03,2019,7,3,,FEMENINO,0,,
7205,LC-2019-0414282,2019-07-03,2019,7,3,,FEMENINO,0,,
7206,LC-2019-0414282,2019-07-03,2019,7,3,,FEMENINO,0,,
7207,LC-2019-0415284,2019-07-03,2019,7,3,,MASCULINO,19,,18-30
7208,LC-2019-0415284,2019-07-03,2019,7,3,,MASCULINO,0,,
7209,LC-2019-0419319,2019-07-03,2019,7,3,,MASCULINO,28,,18-30
7210,LC-2019-0425603,2019-07-03,2019,7,3,,MASCULINO,31,,30-50
7211,LC-2019-0427724,2019-07-03,2019,7,3,,MASCULINO,33,,30-50
7212,LC-2019-0435442,2019-07-03,2019,7,3,,MASCULINO,21,,18-30
